MINID,NAME,DATA
101001,ՀՀ Նախագահի աշխատակազմ,2022
101002,ՀՀ Ազգային ժողով,2022
101003,ՀՀ վարչապետի  աշխատակազմ,2022
102001,ՀՀ սահմանադրական դատարան,2022
102002,ՀՀ դատական դեպարտամենտ,2022
102003,ՀՀվճռաբեկ դատարան,2022
102004,Վերաքննիչ քաղաքացիական դատարան,2022
102005,Վերաքննիչ քրեական դատարան,2022
102006,Էրեբունի եւ Նուբարաշեն համայնքների ընդհանուր իրավասության դատարան,2022
102007,Կենտրոն եւ Նորք-Մարաշ համայնքների ընդհանուր իրավասության դատարան,2022
102008,Աջափնյակի եւ Դավթաշեն համայնքների ընդհանուր իրավասության դատարան,2022
102009,Ավան եւ Նոր Նորք համայնքների ընդհանուր իրավասության դատարան,2022
102010,Արաբկիր եւ Քանաքեռ-Զեյթուն համայնքների ընդհանուր իրավասության դատարան,2022
102011,Շենգավիթ համայնքի ընդհանուր իրավասության դատարան,2022
102012,Մալաթիա-Սեբաստիա համայնքի ընդհանուր իրավասության դատարան,2022
102013,Արագածոտնի մարզի ընդհանուր իրավասության դատարան,2022
102014,Արարատի եվ Վայոց Ձորի մարզերի ընդհանուր իրավասության դատարան,2022
102015,Արմավիրի մարզի ընդհանուր իրավասության դատարան,2022
102016,Գեղարքունիքի մարզի ընդհանուր իրավասության դատարան,2022
102017,Լոռու մարզի ընդհանուր իրավասության դատարան,2022
102018,Կոտայքի  մարզի ընդհանուր իրավասության դատարան,2022
102019,Շիրակի մարզի ընդհանուր իրավասության դատարան,2022
102020,Սյունիքի մարզի ընդհանուր իրավասության դատարան,2022
102021,Տավուշի մարզի ընդհանուր իրավասության դատարան,2022
102022,Վարչական դատարան,2022
102023,Երեվանի քաղաքացիական դատարան,2022
102024,Դատական դպրոց,2022
102025,Հյուսիսային քաղաքացիական դատարան,2022
102026,Հարավային քաղաքացիական դատարան,2022
102027,Երեվանի քրեական դատարան,2022
102028,Հյուսիսային քրեական դատարան,2022
102029,Հարավային քրեական դատարան,2022
102030,Բարձրագույն դատական խորհուրդ,2022
103001,ՀՀ դատախազություն,2022
103002,ՀՀ հատուկ քննչական ծառայություն,2022
104001,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարություն,2022
104002,ՀՀ առողջապահության նախարարություն,2022
104003,ՀՀ արդարադատության նախարարություն,2022
104004,ՀՀ էկոնոմիկայի նախարարություն,2022
104005,ՀՀ արտաքին գործերի նախարարություն,2022
104006,ՀՀ շրջակա միջավայրի նախարարություն,2022
104007,ՀՀ էկոնոմիկայի նախարարություն,2022
104008,ՀՀ,2022
104009,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարություն,2022
104010,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2022
104011,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2022
104013,ՀՀ պաշտպանության նախարարություն,2022
104016,ՀՀ աշխատանքի եւ սոցիալական հարցերի նախարարություն,2022
104018,ՀՀ բարձր տեխնոլոգիական արդյունաբերության նախարարություն,2022
104020,ՀՀ քաղաքաշինության նախարարություն,2022
104021,ՀՀ ֆինանսների նախարարություն,2022
104022,"ՀՀ կրթության, գիտության, մշակույթի եւ սպորտի նախարարություն",2022
104023,ՀՀ արտակարգ իրավիճակների նախարարություն,2022
104024,ՀՀ վարչապետի աշխատակազմ,2022
104025,ՀՀ ֆինանսների նախարարություն /բժշկական ապահովագրության մասով/,2022
104026,ՀՀ միջազգային տնտեսական ինտեգրման եւ բարեփոխումների նախարարություն,2022
105001,ՀՀ կենտրոնական բանկ,2022
105002,ՀՀ աշխատանքի եւ սոցիալական հարցերի նախարարության միասնական սոցիալական ծառայություն,2022
105003,ՀՀ վիճակագրական կոմիտե,2022
105004,ՀՀ հանրային ծառայությունները կարգավորող հանձնաժողով,2022
105005,ՀՀ կենտրոնական ընտրական հանձնաժողով,2022
105006,ՀՀ արժեթղթերի հանձնաժողով,2022
105007,ՀՀ քաղաքացիական ծառայության խորհուրդ,2022
105008,Մրցակցության պաշտպանության  հանձնաժողով,2022
105009,ՀՀ կադաստրի կոմիտե,2022
105010,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարության ջրային կոմիտե,2022
105011,ՀՀ կառավարությանն առընթեր մաքսային պետական կոմիտե,2022
105012,Հեռուստատեսության եւ ռադիոյի հանձնաժողով,2022
105013,ՀՀ պետական եկամուտների կոմիտե,2022
105014,ՀՀ արտակարգ իրավիճակների նախարարության  փրկարար ծառայություն,2022
105015,ՀՀ ԿԳՄՍՆ գիտության կոմիտե,2022
105016,ՀՀ ՏԿԵՆ քաղաքացիական ավիացիայի կոմիտե,2022
105017,ՀՀ արտաքին գործերի նախարարության պետական արարողակարգի ծառայություն,2022
105018,ՀՀ ազգային անվտանգության ծառայություն,2022
105019,ՀՀ ոստիկանություն,2022
105020,ՀՀ ՏԿԵՆ պետական գույքի կառավարման կոմիտե,2022
105021,ՀՀ տարածքային կառավարման եւ ենթակառուցվածքների նախարարության միգրացիոն ծառայություն,2022
105022,ՀՀ տարածք.կառ.նախ.աշխատ.պետ.ռեզերվների գործակալություն,2022
105026,ՀՀ տրանսպորտի նախարարության <Հայկական երկաթուղի> դեպարտամենտ,2022
105032,Պետական գնումների գործակալություն,2022
105033,Հանրային հեռարձակողի խորհուրդ,2022
105034,ՀՀ հաշվեքննիչ պալատ,2022
105035,Մարդու իրավունքների պաշտպանի աշխատակազմ,2022
105036,ՀՀ արտաքին գործերի նախարարության Սփյուռքի հետ կապերի պետական կոմիտե,2022
105037,ՀՀ միջուկային անվտանգության կարգավորման կոմիտե,2022
105039,ՀՀ տրանսպորտի եվ կապի նախ. կապի եվ տեղեկատվայնացման գլխավոր վարչութ,2022
105040,Ազգային Անվտանգության Խորհուրդ,2022
105041,Պետական պահպանության ծառայություն,2022
105042,ՀՀ գյուղատնտեսության նախարարության սննդամթերքի անվտանգության պետական ծառայություն,2022
105043,ՀՀ կառավարությանն առընթեր ճարտարապետության պետական կոմիտե,2022
105044,ՀՀ քննչական կոմիտե,2022
105045,ՀՀ քաղաքաշինության կոմիտե,2022
105046,ՀՀ էկոնոմիկայի նախարարության զբոսաշրջության կոմիտե,2022
105047,ՀՀ արդարադատության նախարարության քրեակատարողական ծառայություն,2022
105048,ՀՀ արդարադատության նախարարության  հարկադիր կատարումն ապահովող ծառայություն,2022
105049,Կոռուպցիայի կանխարգելման հանձնաժողով ,2022
105050,ՀՀ շրջակա միջավայրի նախարարության անտառային կոմիտե,2022
105051,ՀՀ պետական վերահսկողական ծառայություն,2022
105052,ՀՀ արդարադատության նախարարության պրոբացիայի ծառայություն,2022
105053,ՀՀ պաշտպանության նախարարության զինված ուժերի գլխավոր շտաբ,2022
105054,ՀՀ պաշտպանության նախարարության ռազմարդյունաբերության կոմիտե,2022
105055,ՀՀ կրթության եւ գիտության նախարարության բարձրագույն որակավորման կոմիտե,2022
105056,ՀՀ կրթության եւ գիտության նախարարության լեզվի կոմիտե,2022
105057,Հակակոռուպցիոն կոմիտե,2022
106001,Երեւանի քաղաքապետարան,2022
106002,Արագածոտնի մարզպետարան,2022
106003,Արարատի մարզպետարան,2022
106004,Արմավիրի մարզպետարան,2022
106005,Գեղարքունիքի մարզպետարան,2022
106006,Լոռու մարզպետարան,2022
106007,Կոտայքի մարզպետարան,2022
106008,Շիրակի մարզպետարան,2022
106009,Սյունիքի մարզպետարան,2022
106010,Վայոց ձորի մարզպետարան,2022
106011,Տավուշի մարզպետարան,2022
301001,"Կոնվերս բանկ
",2022
301002,ՀՀ կառավարություն ,2022
301003,Մարդու իրավունքների պաշտպանի աշխատակազմ,2022
301004,Բելոռուսիա,2022
301005,Հայկական ավիաղուիներ ՊՓԲԸ,2022
301006,Գրեյթ Վելիի ՍՊԸ,2022
301007,Այլ մարմիններ,2022
301008,Աշտարակյան Գինիներ ՓԲԸ,2022
301009,«Լինսի» հիմնադրամ,2022
301010,Տավրոս,2022
301011,Ագրոբանկ,2022
301012,Հանքավան Սպրինգս ՍՊԸ,2022
301013,Վրաստան,2022
301014,Ոռոգում ՊՓԲԸ,2022
301015,Լինսի հիմնադրամ,2022
301016,«Գլաձոր»  ՈՒՎԿ,2022
301020,Այլ մարմիններ,2022
301021,Այլ մարմիններ,2022
301022,Այլ մարմիններ,2022
301023,Այլ մարմիններ,2022
301099, ,2022
302001,«Հայկական ատոմակայան» ՓԲԸ,2022
302002,«Բարձրավոլտ էլեկտր.ցանցեր»ՓԲԸ,2022
302003,«Էլեկտրաէներներգետիկական համակարգի օպերատոր» ՓԲԸ,2022
302004,«Հայաստանի էլեկտրակ.ցանցեր»ՓԲԸ,2022
302005,Միջազգային էներգետիկ կորպորացիա» ՓԲԸ,2022
302006,«Դարդան» ՍՊԸ-ից` «Ավտոճանապարհային մեքենաներ» ՓԲԸ-ի պարտքի մարում,2022
302007,«Ակբա-Կրեդիտ Ագրիոկլ բանկ»ՓԲԸ,2022
302008,«Նոր Ակունք» ՓԲԸ,2022
302009,«Կարեն Դեմիրճյանի անվան մետրոպոլիտեն»ՊՓԸ,2022
302010,«Հայջրմուղկոյուղի» ՓԲԸ,2022
302011,«Վայք Գրուպ» ՓԲԸ,2022
302012,«Որոտանի հիդրոէլեկտրոկայանների համալիր» ՓԲԸ,2022
302013,«ՓՄՁ ներդրումներ» ՈՒՎԿ հիմնադրամ,2022
302014,«Հայաստանի ՓՄՁ ԶԱԿ»հիմնադրամ,2022
302015,«Արմենիա մոլիբդեն փրոդաքշն»ՍՊԸ,2022
302016,«Զանգեզուր մայնինգ» ՍՊԸ,2022
302017,«Թամարա Ֆրութ» ՓԲԸ,2022
302018,«Հայջրմուղկոյուղի» ՓԲԸ«Համայնքային ջրամատակարարման եւ ջրահեռացման ծրագիր»,2022
302019,ՀՀկենտրոնական բանկից /«Գերմանահայկական հիմնադրամ» ծրագրի կարգավորման գրասենյակի կողմից տնտեսության կայունացման վարկավորման ծրագրի շրջանակներում տրամադրված վարկերից/,2022
302020,Այլ վարկառուներից,2022
302021,«Սպիտակի »Վանուհի» ԲԲԸ,2022
302022,ՀՀ պետական կառավարման մարմիններ,2022
302023,ՀՀ տարածքային կառավարման մարմիններ,2022
302024,«Հրաշք այգի» ՍՊԸ,2022
302025,«Բերիություն» ԱՄ-ի Մասիսի շրջանային միավորում» ՍՊԸ,2022
302026,«Միկշին» ՍՊԸ,2022
302027,«Լոռի ջրմուղկոյուղի» ՓԲԸ,2022
302028,«Շիրակ ջրմուղկոյուղի» ՓԲԸ,2022
302029,«Ավանդների փոխհատուցումը երաշխավորող հիմնադրամ» ՓԲԸ,2022
302030,«Ռադիոիզոտոպների արտադրության կենտրոն» ՓԲԸ,2022
302031,«Հայջրմուղկոյուղի» ՓԲԸ «Փոքր համայնքների ջրամատակարարման եւ ջրահեռացման ծրագիր»,2022
302032,«Երեւանի Ջերմաէլեկտրակենտրոն» ՓԲԸ,2022
302033,«Երեւանի Վ. Բրյուսովի անվան պետական լեզվահասարակագիտական համալսարան» ՊՈԱԿ,2022
302034,«Վայք գրուպ» ՓԲԸ,2022
302035,Այլ,2022
302036,Սալսա դիվելոփմենտ ՓԲԸ,2022
302037,"Վերականգնվող էներգետիկայի եւ էներգախնայողության, քաղաքային ջեռուցման փորձնական ծրագրեր",2022
302038,Գյուղական ֆինանսավորման կառույց,2022
302039,«Հայջրմուղկոյուղի» ՓԲԸ «Ջրամատակարարման եւ ջրահեռացման սեկտորի ծրագիր»,2022
302040,Հայաստանում գյուղական տարածքների տնտեսական զարգացման հիմնադրամ,2022
302041,«Երքաղլույս»  ՓԲԸ,2022
302042,«Դարդան» ՍՊԸ,2022
302043,Վանաձորի բաղնիքային տնտեսություն,2022
302044,Դի ընդ Էյջ Գրուպ ՍՊԸ,2022
302045,Քոնթուր Գլոբալ Հիդրո Կասկադ ՓԲԸ,2022
302046,Շուկայավարման հնարավորություն ֆերմերներին ծրագիր,2022
302047,"Նազելի Գյուլզադյան, Համլետ Դիլբարյան",2022
302048,«Քոնթուր Գլոբալ Հիդրո Կասկադ» ՓԲԸ,2022
